 INFO | 2017-08-31 14:54:14,986 | Common.java | 73 | Startup activites...
 INFO | 2017-08-31 14:54:14,986 | Common.java | 73 | Test Output Directory creation successful :C:\FinalDemoWorkspace\FHLBATL_FRAMEWORK\TestResults\2017_08_31_02_54_14_PM
 INFO | 2017-08-31 14:54:14,986 | Common.java | 73 | Log File creation successful : LogFile.log
 INFO | 2017-08-31 14:54:15,457 | Common.java | 73 | Getting value of TestDataFile from Test Configuration file : .\src\test\resources\TestData.xls
 INFO | 2017-08-31 14:54:15,587 | Common.java | 73 | Getting value of Browser from Test Configuration file : IE
 INFO | 2017-08-31 14:54:15,587 | Common.java | 73 | Getting value of ElementLoadWaitTime from Test Configuration file : 6
 INFO | 2017-08-31 14:54:15,587 | Common.java | 73 | Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2017-08-31 14:54:15,587 | Common.java | 73 | Getting value of PageLoadWaitTime from Test Configuration file : 20
 INFO | 2017-08-31 14:54:15,587 | Common.java | 73 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2017-08-31 14:54:15,587 | Common.java | 73 | Element time out set
 INFO | 2017-08-31 14:54:15,587 | Common.java | 73 | ##### Start of Test Case : Login to Adactin Application #####
 INFO | 2017-08-31 14:54:15,597 | Common.java | 73 | Test Case Name: TC_001
 INFO | 2017-08-31 14:54:15,597 | Common.java | 73 | Getting value of TestDataFile from Test Configuration file : .\src\test\resources\TestData.xls
 INFO | 2017-08-31 14:54:15,627 | Common.java | 73 | Test Data Set Name: TC_001
 INFO | 2017-08-31 14:54:15,637 | Common.java | 73 | Execution Flag: Execute
 INFO | 2017-08-31 14:54:15,637 | Common.java | 73 | Test Data Set Name: TC_001_01
 INFO | 2017-08-31 14:54:15,637 | Common.java | 73 | Execution Flag: YES
 INFO | 2017-08-31 14:54:15,637 | Common.java | 73 | Test Data Set Name: TC_001_02
 INFO | 2017-08-31 14:54:15,637 | Common.java | 73 | Execution Flag: YES
 INFO | 2017-08-31 14:54:15,637 | Common.java | 73 | Test Data Set Name: 
 INFO | 2017-08-31 14:54:15,637 | Common.java | 73 | Execution Flag: 
 INFO | 2017-08-31 14:54:15,647 | Common.java | 73 | Getting value of Browser from Test Configuration file : IE
 INFO | 2017-08-31 14:54:24,962 | Common.java | 73 | Getting value of url from Test Configuration file : http://www.adactin.com/HotelApp/
 INFO | 2017-08-31 14:54:26,765 | Common.java | 73 | Entered Username ->prakashs
 INFO | 2017-08-31 14:54:26,765 | Common.java | 89 | Report step generation success : Entered Username ->prakashs
 INFO | 2017-08-31 14:54:27,626 | Common.java | 73 | Entered Password ->prakashs
 INFO | 2017-08-31 14:54:27,626 | Common.java | 89 | Report step generation success : Entered Password ->prakashs
 INFO | 2017-08-31 14:54:29,073 | Common.java | 73 | Clicked on WebElement-Login
 INFO | 2017-08-31 14:54:29,073 | Common.java | 89 | Report step generation success : Clicked on WebElement-Login
